"","age","marital","income","gender","jobsat"
"1444",60,"Unmarried",82,"Female","Somewhat satisfied"
"1445",57,"Married",57,"Male","Neutral"
"1446",33,"Married",63,"Male","Somewhat satisfied"
"1447",30,"Unmarried",53,"Female","Highly satisfied"
"1448",41,"Unmarried",106,"Male","Somewhat satisfied"
"1449",35,"Married",41,"Female","Somewhat satisfied"
"1450",52,"Married",49,"Female","Highly satisfied"
"1451",39,"Unmarried",24,"Male","Highly dissatisfied"
"1452",42,"Married",50,"Male","Highly satisfied"
"1453",34,"Married",31,"Male","Highly satisfied"
"1454",29,"Unmarried",31,"Male","Highly satisfied"
"1455",32,"Unmarried",30,"Female","Highly dissatisfied"
"1456",34,"Unmarried",37,"Female","Highly dissatisfied"
"1457",61,"Unmarried",123,"Male","Highly satisfied"
"1458",47,"Married",183,"Male","Highly satisfied"
"1459",52,"Married",192,"Male","Highly satisfied"
"1460",57,"Married",25,"Female","Somewhat satisfied"
"1461",24,"Unmarried",35,"Male","Somewhat dissatisfied"
"1462",39,"Married",76,"Female","Highly satisfied"
"1463",30,"Married",23,"Female","Highly dissatisfied"
"1464",28,"Unmarried",55,"Male","Neutral"
"1465",39,"Married",275,"Male","Neutral"
"1466",51,"Unmarried",47,"Male","Highly satisfied"
"1467",25,"Married",33,"Male","Highly dissatisfied"
"1468",23,"Unmarried",20,"Male","Highly dissatisfied"
"1469",40,"Unmarried",25,"Male","Highly dissatisfied"
"1470",25,"Unmarried",21,"Female","Highly satisfied"
"1471",24,"Married",22,"Female","Somewhat dissatisfied"
"1472",54,"Unmarried",21,"Male","Somewhat satisfied"
"1473",40,"Married",64,"Female","Highly dissatisfied"
"1474",56,"Unmarried",91,"Female","Somewhat dissatisfied"
"1475",39,"Unmarried",86,"Male","Highly satisfied"
"1476",25,"Unmarried",25,"Male","Somewhat satisfied"
"1477",44,"Unmarried",26,"Male","Somewhat dissatisfied"
"1478",25,"Married",41,"Male","Highly dissatisfied"
"1479",30,"Married",57,"Female","Somewhat satisfied"
"1480",39,"Unmarried",59,"Male","Neutral"
"1481",18,"Unmarried",13,"Female","Highly dissatisfied"
"1482",52,"Married",50,"Male","Neutral"
"1483",42,"Unmarried",38,"Female","Highly satisfied"
"1484",43,"Unmarried",120,"Female","Neutral"
"1485",49,"Married",53,"Female","Somewhat dissatisfied"
"1486",38,"Married",19,"Male","Neutral"
"1487",58,"Married",26,"Male","Highly satisfied"
"1488",50,"Unmarried",44,"Female","Somewhat dissatisfied"
"1489",20,"Married",17,"Female","Highly dissatisfied"
"1490",28,"Unmarried",42,"Male","Neutral"
"1491",33,"Married",58,"Female","Somewhat dissatisfied"
"1492",41,"Married",54,"Male","Somewhat satisfied"
"1493",44,"Married",29,"Male","Somewhat satisfied"
"1494",28,"Unmarried",17,"Female","Highly dissatisfied"
"1495",65,"Unmarried",187,"Female","Highly satisfied"
"1496",37,"Married",35,"Male","Highly dissatisfied"
"1497",45,"Unmarried",31,"Female","Neutral"
"1498",30,"Married",19,"Female","Somewhat dissatisfied"
"1499",39,"Unmarried",28,"Female","Highly satisfied"
"1500",70,"Married",97,"Female","Highly satisfied"
"1501",42,"Married",17,"Male","Highly satisfied"
"1502",34,"Married",39,"Male","Somewhat satisfied"
"1503",65,"Married",39,"Female","Somewhat satisfied"
"1504",38,"Unmarried",53,"Male","Highly satisfied"
"1505",36,"Married",18,"Female","Somewhat dissatisfied"
"1506",34,"Unmarried",80,"Male","Highly satisfied"
"1507",62,"Married",39,"Male","Somewhat satisfied"
"1508",37,"Unmarried",46,"Female","Neutral"
"1509",43,"Unmarried",153,"Male","Highly dissatisfied"
"1510",65,"Unmarried",13,"Male","Highly dissatisfied"
"1511",23,"Married",19,"Male","Highly dissatisfied"
"1512",35,"Unmarried",38,"Female","Highly satisfied"
"1513",56,"Married",10,"Male","Neutral"
"1514",64,"Married",42,"Female","Highly satisfied"
"1515",50,"Married",67,"Female","Somewhat dissatisfied"
"1516",39,"Unmarried",35,"Male","Highly satisfied"
"1517",25,"Unmarried",95,"Male","Somewhat dissatisfied"
"1518",30,"Married",29,"Female","Neutral"
"1519",45,"Unmarried",107,"Male","Highly satisfied"
"1520",59,"Unmarried",42,"Male","Somewhat dissatisfied"
"1521",29,"Married",35,"Female","Somewhat dissatisfied"
"1522",33,"Unmarried",47,"Female","Highly satisfied"
"1523",51,"Married",63,"Female","Somewhat dissatisfied"
"1524",33,"Unmarried",41,"Female","Somewhat dissatisfied"
"1525",45,"Married",59,"Female","Highly satisfied"
"1526",54,"Unmarried",41,"Female","Somewhat satisfied"
"1527",57,"Unmarried",49,"Male","Somewhat satisfied"
"1528",40,"Unmarried",27,"Female","Highly dissatisfied"
"1529",24,"Unmarried",25,"Male","Highly dissatisfied"
"1530",40,"Married",33,"Male","Somewhat dissatisfied"
"1531",49,"Married",52,"Male","Highly satisfied"
"1532",33,"Married",35,"Female","Somewhat satisfied"
"1533",35,"Unmarried",30,"Female","Highly dissatisfied"
"1534",27,"Unmarried",30,"Male","Somewhat dissatisfied"
"1535",20,"Married",14,"Male","Highly dissatisfied"
"1536",49,"Married",125,"Male","Somewhat satisfied"
"1537",28,"Unmarried",46,"Male","Somewhat dissatisfied"
"1538",27,"Married",18,"Female","Highly dissatisfied"
"1539",19,"Married",20,"Male","Neutral"
"1540",36,"Married",43,"Female","Somewhat dissatisfied"
"1541",33,"Unmarried",30,"Female","Somewhat dissatisfied"
"1542",56,"Married",40,"Male","Highly satisfied"
"1543",38,"Unmarried",39,"Male","Neutral"
"1544",42,"Married",127,"Male","Highly satisfied"
"1545",34,"Unmarried",44,"Male","Highly dissatisfied"
"1546",38,"Unmarried",40,"Female","Somewhat satisfied"
"1547",42,"Unmarried",66,"Male","Neutral"
"1548",44,"Unmarried",29,"Male","Highly dissatisfied"
"1549",31,"Unmarried",28,"Male","Highly satisfied"
"1550",53,"Unmarried",50,"Female","Highly dissatisfied"
"1551",41,"Married",166,"Female","Somewhat satisfied"
"1552",31,"Married",43,"Male","Neutral"
"1553",47,"Unmarried",109,"Female","Highly satisfied"
"1554",34,"Married",41,"Female","Somewhat dissatisfied"
"1555",64,"Married",27,"Male","Neutral"
"1556",26,"Unmarried",28,"Female","Highly dissatisfied"
"1557",66,"Unmarried",485,"Female","Somewhat satisfied"
"1558",60,"Married",35,"Male","Somewhat dissatisfied"
"1559",63,"Married",13,"Male","Somewhat satisfied"
"1560",39,"Unmarried",85,"Female","Somewhat satisfied"
"1561",36,"Unmarried",38,"Male","Somewhat dissatisfied"
"1562",38,"Married",96,"Female","Somewhat dissatisfied"
"1563",45,"Married",43,"Female","Somewhat dissatisfied"
"1564",50,"Unmarried",183,"Female","Highly satisfied"
"1565",34,"Married",41,"Female","Somewhat dissatisfied"
"1566",26,"Unmarried",20,"Female","Highly dissatisfied"
"1567",49,"Married",59,"Female","Highly dissatisfied"
"1568",40,"Married",49,"Male","Somewhat dissatisfied"
"1569",64,"Married",10,"Male","Highly dissatisfied"
"1570",52,"Married",112,"Male","Somewhat satisfied"
"1571",33,"Unmarried",34,"Male","Somewhat satisfied"
"1572",36,"Married",55,"Male","Somewhat dissatisfied"
"1573",34,"Unmarried",56,"Male","Neutral"
"1574",49,"Married",99,"Male","Highly satisfied"
"1575",20,"Married",22,"Female","Highly dissatisfied"
"1576",56,"Married",96,"Male","Somewhat satisfied"
"1577",47,"Unmarried",77,"Male","Neutral"
"1578",46,"Married",90,"Female","Neutral"
"1579",39,"Married",77,"Female","Neutral"
"1580",51,"Married",87,"Female","Highly satisfied"
"1581",46,"Unmarried",144,"Male","Somewhat dissatisfied"
"1582",28,"Unmarried",28,"Female","Neutral"
"1583",32,"Unmarried",16,"Male","Highly dissatisfied"
"1584",63,"Unmarried",31,"Male","Highly satisfied"
"1585",45,"Married",110,"Female","Somewhat satisfied"
"1586",56,"Married",201,"Female","Highly satisfied"
"1587",60,"Unmarried",33,"Male","Highly satisfied"
"1588",24,"Married",18,"Male","Somewhat dissatisfied"
"1589",55,"Unmarried",101,"Female","Highly satisfied"
"1590",52,"Married",42,"Male","Somewhat dissatisfied"
"1591",51,"Unmarried",125,"Female","Somewhat dissatisfied"
"1592",62,"Married",20,"Female","Somewhat dissatisfied"
"1593",33,"Married",23,"Female","Somewhat dissatisfied"
"1594",40,"Married",87,"Male","Highly satisfied"
"1595",68,"Unmarried",61,"Female","Neutral"
"1596",30,"Married",48,"Female","Somewhat satisfied"
"1597",35,"Married",36,"Female","Somewhat dissatisfied"
"1598",56,"Unmarried",170,"Male","Highly satisfied"
"1599",27,"Unmarried",53,"Male","Highly dissatisfied"
"1600",45,"Unmarried",37,"Male","Somewhat dissatisfied"
"1601",57,"Married",111,"Male","Neutral"
"1602",29,"Unmarried",17,"Female","Highly dissatisfied"
"1603",62,"Unmarried",96,"Male","Neutral"
"1604",61,"Unmarried",179,"Male","Highly satisfied"
"1605",34,"Unmarried",17,"Female","Neutral"
"1606",45,"Unmarried",35,"Female","Somewhat satisfied"
"1607",47,"Unmarried",28,"Female","Somewhat satisfied"
"1608",47,"Married",47,"Female","Highly satisfied"
"1609",39,"Married",61,"Female","Highly dissatisfied"
"1610",46,"Married",54,"Male","Neutral"
"1611",46,"Unmarried",90,"Female","Highly satisfied"
"1612",32,"Married",33,"Female","Somewhat satisfied"
"1613",51,"Married",35,"Female","Somewhat dissatisfied"
"1614",54,"Married",140,"Female","Highly satisfied"
"1615",25,"Unmarried",59,"Male","Highly dissatisfied"
"1616",55,"Unmarried",96,"Female","Somewhat satisfied"
"1617",47,"Unmarried",52,"Female","Highly dissatisfied"
"1618",49,"Unmarried",84,"Female","Somewhat dissatisfied"
"1619",37,"Married",38,"Female","Highly satisfied"
"1620",51,"Unmarried",25,"Male","Somewhat satisfied"
"1621",66,"Unmarried",22,"Female","Neutral"
"1622",24,"Married",34,"Female","Neutral"
"1623",50,"Unmarried",87,"Female","Neutral"
"1624",39,"Married",64,"Male","Highly satisfied"
"1625",29,"Unmarried",30,"Male","Neutral"
"1626",53,"Married",148,"Female","Somewhat dissatisfied"
"1627",27,"Married",43,"Female","Somewhat dissatisfied"
"1628",31,"Unmarried",34,"Male","Highly dissatisfied"
"1629",37,"Married",41,"Female","Highly dissatisfied"
"1630",49,"Married",101,"Male","Neutral"
"1631",45,"Unmarried",67,"Female","Somewhat satisfied"
"1632",39,"Married",24,"Female","Somewhat dissatisfied"
"1633",52,"Unmarried",45,"Female","Somewhat satisfied"
"1634",33,"Unmarried",44,"Female","Neutral"
"1635",32,"Married",50,"Female","Somewhat dissatisfied"
"1636",66,"Unmarried",9,"Male","Highly satisfied"
"1637",67,"Married",165,"Male","Somewhat satisfied"
"1638",60,"Unmarried",67,"Female","Highly dissatisfied"
"1639",35,"Unmarried",47,"Male","Highly dissatisfied"
"1640",54,"Unmarried",58,"Male","Somewhat satisfied"
"1641",32,"Unmarried",21,"Male","Somewhat satisfied"
"1642",56,"Unmarried",106,"Female","Highly satisfied"
"1643",59,"Married",38,"Male","Highly satisfied"
"1644",43,"Unmarried",130,"Female","Neutral"
"1645",48,"Married",31,"Male","Highly dissatisfied"
"1646",43,"Married",98,"Female","Highly satisfied"
"1647",46,"Unmarried",159,"Female","Somewhat satisfied"
"1648",55,"Married",21,"Female","Somewhat satisfied"
"1649",54,"Married",50,"Male","Somewhat dissatisfied"
"1650",38,"Married",64,"Female","Somewhat dissatisfied"
"1651",23,"Married",24,"Male","Neutral"
"1652",33,"Unmarried",32,"Male","Highly satisfied"
"1653",58,"Unmarried",263,"Male","Somewhat satisfied"
"1654",29,"Unmarried",31,"Female","Somewhat dissatisfied"
"1655",47,"Unmarried",26,"Female","Somewhat dissatisfied"
"1656",38,"Married",29,"Female","Neutral"
"1657",58,"Unmarried",18,"Female","Highly satisfied"
"1658",47,"Unmarried",33,"Female","Highly satisfied"
"1659",39,"Unmarried",54,"Male","Somewhat dissatisfied"
"1660",21,"Unmarried",29,"Female","Somewhat dissatisfied"
"1661",27,"Married",34,"Male","Highly dissatisfied"
"1662",36,"Married",24,"Male","Highly dissatisfied"
"1663",39,"Unmarried",52,"Female","Somewhat dissatisfied"
"1664",56,"Married",117,"Male","Somewhat satisfied"
"1665",26,"Married",24,"Male","Somewhat dissatisfied"
"1666",63,"Unmarried",134,"Male","Highly satisfied"
"1667",46,"Unmarried",73,"Male","Highly satisfied"
"1668",65,"Married",270,"Male","Somewhat satisfied"
"1669",55,"Married",27,"Male","Highly dissatisfied"
"1670",29,"Married",22,"Male","Somewhat dissatisfied"
"1671",71,"Unmarried",13,"Male","Somewhat satisfied"
"1672",43,"Unmarried",30,"Male","Neutral"
"1673",39,"Unmarried",44,"Male","Highly satisfied"
"1674",31,"Unmarried",18,"Female","Somewhat satisfied"
"1675",39,"Married",32,"Female","Highly dissatisfied"
"1676",29,"Unmarried",23,"Female","Highly dissatisfied"
"1677",32,"Married",52,"Male","Highly dissatisfied"
"1678",53,"Married",108,"Male","Highly satisfied"
"1679",50,"Unmarried",84,"Female","Somewhat dissatisfied"
"1680",34,"Married",18,"Female","Somewhat dissatisfied"
"1681",24,"Married",17,"Female","Highly dissatisfied"
"1682",32,"Married",31,"Female","Somewhat satisfied"
"1683",32,"Married",26,"Male","Neutral"
"1684",50,"Married",38,"Female","Somewhat satisfied"
"1685",72,"Unmarried",16,"Male","Neutral"
"1686",48,"Unmarried",146,"Female","Highly satisfied"
"1687",31,"Unmarried",46,"Female","Highly dissatisfied"
"1688",47,"Married",88,"Female","Highly satisfied"
"1689",38,"Married",99,"Female","Highly satisfied"
"1690",29,"Married",29,"Female","Highly dissatisfied"
"1691",20,"Married",49,"Female","Neutral"
"1692",35,"Unmarried",62,"Male","Somewhat satisfied"
"1693",40,"Married",24,"Male","Highly satisfied"
"1694",62,"Unmarried",42,"Female","Highly satisfied"
"1695",45,"Unmarried",109,"Male","Somewhat dissatisfied"
"1696",45,"Unmarried",58,"Female","Neutral"
"1697",32,"Unmarried",38,"Female","Highly satisfied"
"1698",57,"Married",134,"Female","Somewhat satisfied"
"1699",27,"Unmarried",33,"Male","Highly dissatisfied"
"1700",39,"Married",73,"Male","Neutral"
"1701",59,"Unmarried",128,"Female","Neutral"
"1702",41,"Unmarried",65,"Male","Neutral"
"1703",27,"Married",31,"Female","Somewhat dissatisfied"
"1704",49,"Unmarried",27,"Female","Somewhat dissatisfied"
"1705",49,"Married",36,"Female","Neutral"
"1706",53,"Married",609,"Female","Highly satisfied"
"1707",53,"Married",49,"Male","Neutral"
"1708",38,"Unmarried",39,"Female","Neutral"
"1709",24,"Unmarried",38,"Female","Highly dissatisfied"
"1710",45,"Married",110,"Female","Highly dissatisfied"
"1711",28,"Married",24,"Female","Somewhat dissatisfied"
"1712",35,"Unmarried",64,"Male","Highly satisfied"
"1713",22,"Unmarried",21,"Male","Highly dissatisfied"
"1714",41,"Unmarried",73,"Female","Highly satisfied"
"1715",36,"Married",39,"Female","Neutral"
"1716",47,"Married",60,"Male","Somewhat dissatisfied"
"1717",28,"Married",25,"Male","Somewhat dissatisfied"
"1718",41,"Unmarried",41,"Female","Neutral"
"1719",54,"Unmarried",118,"Male","Somewhat dissatisfied"
"1720",42,"Unmarried",68,"Male","Highly satisfied"
"1721",37,"Married",37,"Female","Somewhat dissatisfied"
"1722",44,"Married",113,"Male","Neutral"
"1723",29,"Unmarried",31,"Male","Somewhat satisfied"
"1724",37,"Married",34,"Female","Highly dissatisfied"
"1725",21,"Unmarried",18,"Female","Somewhat dissatisfied"
"1726",33,"Married",28,"Male","Somewhat satisfied"
"1727",54,"Married",33,"Male","Somewhat satisfied"
"1728",26,"Married",25,"Female","Somewhat satisfied"
"1729",38,"Unmarried",49,"Female","Highly dissatisfied"
"1730",62,"Unmarried",18,"Male","Highly satisfied"
"1731",31,"Unmarried",17,"Male","Somewhat dissatisfied"
"1732",66,"Unmarried",23,"Male","Highly satisfied"
"1733",33,"Unmarried",57,"Male","Somewhat dissatisfied"
"1734",58,"Married",125,"Male","Somewhat dissatisfied"
"1735",50,"Unmarried",104,"Male","Highly satisfied"
"1736",38,"Unmarried",55,"Female","Highly dissatisfied"
"1737",28,"Unmarried",25,"Female","Highly satisfied"
"1738",44,"Unmarried",38,"Male","Highly dissatisfied"
"1739",39,"Unmarried",26,"Female","Somewhat dissatisfied"
"1740",66,"Married",152,"Female","Highly dissatisfied"
"1741",49,"Unmarried",43,"Male","Somewhat satisfied"
"1742",46,"Married",39,"Male","Somewhat satisfied"
"1743",73,"Married",15,"Male","Somewhat satisfied"
"1744",34,"Unmarried",49,"Female","Somewhat satisfied"
"1745",29,"Unmarried",33,"Male","Somewhat dissatisfied"
"1746",32,"Married",18,"Female","Neutral"
"1747",19,"Married",38,"Female","Highly dissatisfied"
"1748",69,"Married",20,"Male","Highly satisfied"
"1749",43,"Married",233,"Male","Highly satisfied"
"1750",30,"Married",39,"Female","Neutral"
"1751",42,"Unmarried",25,"Female","Highly satisfied"
"1752",38,"Married",90,"Male","Neutral"
"1753",43,"Married",103,"Male","Neutral"
"1754",40,"Unmarried",21,"Male","Highly dissatisfied"
"1755",56,"Married",67,"Female","Highly satisfied"
"1756",44,"Married",117,"Female","Neutral"
"1757",58,"Married",230,"Male","Highly satisfied"
"1758",34,"Unmarried",47,"Male","Highly dissatisfied"
"1759",50,"Unmarried",82,"Female","Highly satisfied"
"1760",54,"Married",469,"Female","Highly dissatisfied"
"1761",55,"Unmarried",55,"Male","Somewhat satisfied"
"1762",28,"Unmarried",23,"Male","Highly dissatisfied"
"1763",40,"Married",26,"Male","Somewhat satisfied"
"1764",42,"Unmarried",170,"Female","Neutral"
"1765",30,"Unmarried",27,"Male","Highly dissatisfied"
"1766",50,"Unmarried",51,"Male","Somewhat satisfied"
"1767",60,"Unmarried",25,"Male","Highly satisfied"
"1768",36,"Unmarried",70,"Female","Somewhat dissatisfied"
"1769",43,"Married",274,"Female","Highly satisfied"
"1770",46,"Married",28,"Female","Somewhat dissatisfied"
"1771",43,"Unmarried",71,"Male","Highly satisfied"
"1772",31,"Married",54,"Male","Neutral"
"1773",42,"Married",157,"Female","Neutral"
"1774",49,"Married",108,"Male","Neutral"
"1775",26,"Unmarried",19,"Female","Somewhat dissatisfied"
"1776",34,"Unmarried",36,"Male","Neutral"
"1777",25,"Married",21,"Female","Somewhat dissatisfied"
"1778",41,"Married",34,"Male","Somewhat dissatisfied"
"1779",30,"Unmarried",25,"Female","Highly dissatisfied"
"1780",36,"Married",79,"Female","Somewhat satisfied"
"1781",50,"Unmarried",165,"Female","Somewhat satisfied"
"1782",34,"Unmarried",67,"Female","Highly dissatisfied"
"1783",42,"Unmarried",57,"Female","Somewhat satisfied"
"1784",37,"Unmarried",46,"Male","Somewhat dissatisfied"
"1785",59,"Unmarried",72,"Female","Somewhat satisfied"
"1786",52,"Unmarried",37,"Male","Somewhat satisfied"
"1787",26,"Unmarried",18,"Male","Highly dissatisfied"
"1788",49,"Married",167,"Male","Neutral"
"1789",35,"Unmarried",31,"Male","Somewhat satisfied"
"1790",28,"Unmarried",24,"Male","Somewhat dissatisfied"
"1791",42,"Unmarried",72,"Female","Neutral"
"1792",48,"Unmarried",28,"Female","Neutral"
"1793",34,"Married",252,"Female","Neutral"
"1794",45,"Married",51,"Male","Highly dissatisfied"
"1795",24,"Unmarried",16,"Male","Highly dissatisfied"
"1796",69,"Unmarried",43,"Female","Highly satisfied"
"1797",24,"Unmarried",25,"Female","Neutral"
"1798",55,"Married",40,"Female","Somewhat dissatisfied"
"1799",39,"Married",80,"Male","Neutral"
"1800",64,"Married",133,"Female","Somewhat satisfied"
"1801",24,"Unmarried",31,"Male","Highly dissatisfied"
"1802",37,"Unmarried",73,"Male","Somewhat dissatisfied"
"1803",30,"Unmarried",23,"Female","Neutral"
"1804",39,"Married",212,"Male","Neutral"
"1805",74,"Married",52,"Male","Highly satisfied"
"1806",66,"Married",151,"Female","Somewhat satisfied"
"1807",39,"Unmarried",108,"Female","Somewhat dissatisfied"
"1808",37,"Unmarried",29,"Male","Highly satisfied"
"1809",43,"Unmarried",28,"Female","Highly dissatisfied"
"1810",32,"Unmarried",28,"Female","Somewhat satisfied"
"1811",28,"Married",21,"Female","Somewhat dissatisfied"
"1812",64,"Married",993,"Male","Highly satisfied"
"1813",39,"Married",90,"Female","Somewhat dissatisfied"
"1814",65,"Unmarried",74,"Female","Highly satisfied"
"1815",43,"Married",60,"Female","Somewhat satisfied"
"1816",47,"Married",112,"Female","Somewhat dissatisfied"
"1817",59,"Unmarried",22,"Female","Neutral"
"1818",27,"Married",44,"Female","Highly satisfied"
"1819",36,"Unmarried",15,"Female","Highly dissatisfied"
"1820",19,"Married",26,"Female","Highly dissatisfied"
"1821",48,"Unmarried",113,"Female","Somewhat satisfied"
"1822",36,"Married",91,"Male","Highly dissatisfied"
"1823",53,"Married",120,"Female","Neutral"
"1824",34,"Married",55,"Male","Somewhat satisfied"
"1825",61,"Unmarried",61,"Female","Highly satisfied"
"1826",37,"Unmarried",64,"Male","Somewhat dissatisfied"
"1827",53,"Unmarried",256,"Male","Highly satisfied"
"1828",38,"Married",76,"Male","Highly satisfied"
"1829",33,"Unmarried",32,"Female","Highly dissatisfied"
"1830",40,"Married",33,"Female","Somewhat dissatisfied"
"1831",26,"Unmarried",22,"Male","Neutral"
"1832",29,"Unmarried",32,"Female","Neutral"
"1833",37,"Unmarried",61,"Male","Highly satisfied"
"1834",66,"Married",103,"Male","Highly satisfied"
"1835",49,"Unmarried",177,"Male","Highly satisfied"
"1836",43,"Unmarried",66,"Male","Somewhat dissatisfied"
"1837",40,"Unmarried",31,"Female","Somewhat dissatisfied"
"1838",45,"Unmarried",33,"Male","Somewhat dissatisfied"
"1839",69,"Unmarried",22,"Male","Highly satisfied"
"1840",20,"Unmarried",14,"Female","Highly dissatisfied"
"1841",45,"Married",41,"Female","Somewhat dissatisfied"
"1842",39,"Married",105,"Male","Somewhat dissatisfied"
"1843",58,"Married",128,"Female","Highly satisfied"
"1844",61,"Unmarried",217,"Female","Highly satisfied"
"1845",43,"Unmarried",92,"Female","Neutral"
"1846",39,"Unmarried",31,"Male","Somewhat satisfied"
"1847",28,"Unmarried",36,"Male","Somewhat satisfied"
"1848",55,"Unmarried",312,"Female","Neutral"
"1849",45,"Unmarried",35,"Female","Neutral"
"1850",36,"Married",93,"Female","Highly satisfied"
"1851",30,"Unmarried",36,"Female","Highly dissatisfied"
"1852",58,"Married",11,"Male","Highly satisfied"
"1853",48,"Married",129,"Male","Neutral"
"1854",66,"Married",30,"Male","Somewhat dissatisfied"
"1855",23,"Unmarried",19,"Male","Highly dissatisfied"
"1856",40,"Married",22,"Male","Somewhat dissatisfied"
"1857",56,"Unmarried",29,"Female","Somewhat satisfied"
"1858",51,"Unmarried",129,"Female","Somewhat dissatisfied"
"1859",44,"Married",75,"Male","Somewhat satisfied"
"1860",30,"Married",61,"Female","Somewhat dissatisfied"
"1861",26,"Unmarried",25,"Female","Somewhat dissatisfied"
"1862",27,"Married",25,"Female","Highly dissatisfied"
"1863",21,"Married",22,"Male","Highly dissatisfied"
"1864",51,"Unmarried",70,"Male","Highly satisfied"
"1865",46,"Married",25,"Male","Highly satisfied"
"1866",49,"Unmarried",43,"Male","Highly dissatisfied"
"1867",31,"Married",23,"Female","Somewhat dissatisfied"
"1868",70,"Married",75,"Male","Somewhat satisfied"
"1869",66,"Married",59,"Male","Somewhat dissatisfied"
"1870",67,"Unmarried",286,"Female","Somewhat dissatisfied"
"1871",45,"Unmarried",100,"Female","Somewhat dissatisfied"
"1872",69,"Unmarried",21,"Male","Highly dissatisfied"
"1873",40,"Married",35,"Male","Highly dissatisfied"
"1874",53,"Unmarried",46,"Male","Highly dissatisfied"
"1875",48,"Married",95,"Female","Highly satisfied"
"1876",33,"Unmarried",36,"Male","Highly satisfied"
"1877",66,"Married",19,"Female","Highly satisfied"
"1878",36,"Unmarried",32,"Male","Highly dissatisfied"
"1879",61,"Married",22,"Male","Somewhat dissatisfied"
"1880",39,"Married",67,"Male","Highly dissatisfied"
"1881",68,"Unmarried",18,"Male","Somewhat dissatisfied"
"1882",41,"Married",53,"Male","Highly satisfied"
"1883",61,"Unmarried",14,"Female","Neutral"
"1884",49,"Unmarried",145,"Female","Highly satisfied"
"1885",71,"Married",46,"Male","Neutral"
"1886",31,"Unmarried",21,"Male","Highly satisfied"
"1887",59,"Married",34,"Male","Neutral"
"1888",58,"Married",13,"Male","Highly satisfied"
"1889",45,"Unmarried",28,"Male","Neutral"
"1890",50,"Married",32,"Male","Neutral"
"1891",34,"Married",75,"Male","Neutral"
"1892",64,"Married",15,"Male","Highly satisfied"
"1893",66,"Married",15,"Female","Somewhat satisfied"
"1894",44,"Married",50,"Male","Somewhat satisfied"
"1895",59,"Married",22,"Male","Highly dissatisfied"
"1896",30,"Married",22,"Male","Somewhat dissatisfied"
"1897",27,"Married",34,"Female","Somewhat dissatisfied"
"1898",36,"Unmarried",70,"Female","Somewhat satisfied"
"1899",29,"Married",52,"Female","Highly dissatisfied"
"1900",37,"Unmarried",36,"Female","Neutral"
"1901",25,"Unmarried",25,"Female","Neutral"
"1902",33,"Unmarried",52,"Male","Highly dissatisfied"
"1903",36,"Married",35,"Male","Somewhat satisfied"
"1904",31,"Unmarried",28,"Female","Somewhat satisfied"
"1905",41,"Married",73,"Female","Highly dissatisfied"
"1906",47,"Unmarried",134,"Male","Highly satisfied"
"1907",50,"Unmarried",66,"Male","Highly satisfied"
"1908",38,"Unmarried",62,"Male","Somewhat dissatisfied"
"1909",51,"Unmarried",60,"Female","Highly satisfied"
"1910",47,"Unmarried",48,"Male","Somewhat satisfied"
"1911",52,"Married",28,"Male","Somewhat satisfied"
"1912",68,"Married",130,"Female","Neutral"
"1913",21,"Unmarried",13,"Male","Highly dissatisfied"
"1914",51,"Unmarried",93,"Female","Somewhat satisfied"
"1915",40,"Unmarried",36,"Female","Highly satisfied"
"1916",45,"Unmarried",16,"Female","Highly dissatisfied"
"1917",71,"Married",17,"Female","Somewhat satisfied"
"1918",48,"Unmarried",103,"Male","Highly satisfied"
"1919",30,"Unmarried",19,"Female","Neutral"
"1920",43,"Married",89,"Male","Somewhat satisfied"
"1921",31,"Married",39,"Female","Highly dissatisfied"
"1922",23,"Married",19,"Female","Highly dissatisfied"
"1923",24,"Unmarried",20,"Male","Neutral"
"1924",20,"Unmarried",24,"Male","Somewhat dissatisfied"
"1925",31,"Married",40,"Male","Highly satisfied"
"1926",48,"Married",140,"Male","Somewhat satisfied"
"1927",36,"Married",94,"Male","Highly satisfied"
"1928",30,"Married",32,"Male","Highly dissatisfied"
"1929",44,"Unmarried",45,"Male","Highly dissatisfied"
"1930",41,"Married",51,"Female","Somewhat dissatisfied"
"1931",36,"Married",110,"Female","Somewhat satisfied"
"1932",28,"Married",16,"Female","Highly dissatisfied"
"1933",61,"Unmarried",46,"Female","Highly dissatisfied"
"1934",58,"Unmarried",58,"Female","Highly satisfied"
"1935",59,"Married",164,"Male","Somewhat satisfied"
"1936",30,"Unmarried",23,"Female","Neutral"
"1937",42,"Unmarried",82,"Female","Highly satisfied"
"1938",32,"Unmarried",27,"Female","Somewhat dissatisfied"
"1939",30,"Unmarried",34,"Male","Somewhat satisfied"
"1940",54,"Unmarried",156,"Female","Neutral"
"1941",49,"Unmarried",54,"Female","Highly satisfied"
"1942",52,"Married",42,"Male","Neutral"
"1943",52,"Married",169,"Male","Somewhat satisfied"
"1944",58,"Unmarried",105,"Male","Somewhat satisfied"
"1945",46,"Married",105,"Female","Neutral"
"1946",60,"Unmarried",39,"Female","Highly dissatisfied"
"1947",44,"Unmarried",88,"Male","Highly satisfied"
"1948",46,"Unmarried",45,"Female","Somewhat satisfied"
"1949",50,"Unmarried",101,"Female","Highly dissatisfied"
